gbifID,kingdom,phylum,class,order,family,genus,species,taxonRank,scientificName,locality,stateProvince,individualCount,decimalLatitude,decimalLongitude,year,taxonKey,speciesKey
1456702932,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus rubicundus,SPECIES,"Halictus rubicundus (Christ, 1791)",Redwood National Park,California,1,41.729,-124.146,2011,1353453,1353453
5070329717,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada,,GENUS,"Nomada Scopoli, 1770",Samo,California,1,34.0312,-118.8105,2011,1343230,
5070329718,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Sphecodes,,GENUS,"Sphecodes Latreille, 1804",Samo,California,1,34.0312,-118.8105,2011,1351262,
1456707073,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Samo,California,1,34.1495,-118.9604,2011,1355006,1355006
1456708087,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Samo,California,1,34.1495,-118.9604,2011,1355006,1355006
5070329727,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Samo,California,1,34.0312,-118.8105,2011,1341976,1341976
1456708198,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,GENUS,"Lasioglossum Curtis, 1833",Samo,California,1,34.0312,-118.8105,2011,1353501,
5070329730,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hudsoniellum,SPECIES,"Lasioglossum hudsoniellum (Cockerell, 1919)",Mojave National Preserve,California,1,34.8681,-115.7731,2011,1355339,1355339
1456708419,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Perdita,Perdita elegans,SPECIES,"Perdita elegans Timberlake, 1960",Mojave National Preserve,California,1,34.8794,-115.7808,2011,1356290,1356290
1456709165,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,GENUS,"Lasioglossum Curtis, 1833",Mojave National Preserve,California,1,34.8794,-115.7808,2011,1353501,
5070334496,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798214,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798294,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798499,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Monica Mountains,California,1,34.0312,-118.8105,2012,5042846,
1456798921,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
4023734519,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Santa Cruz Island,California,1,34.0231,-119.8772,2012,216,
1456798985,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799107,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799329,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1355006,1355006
1456800927,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum channelense,SPECIES,"Lasioglossum channelense McGinley, 1986",Santa Cruz Island,California,1,34.0218,-119.8711,2012,1353930,1353930
5070334513,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum avalonense,SPECIES,"Lasioglossum avalonense (Cockerell, 1938)",Santa Cruz Island,California,1,33.9791,-120.0046,2012,1353613,1353613
1456801185,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum nevadense,SPECIES,"Lasioglossum nevadense (Crawford, 1907)",Santa Cruz Island,California,1,34.0218,-119.8711,2012,1353867,1353867
1456798435,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Rosa Island,California,1,34.0352,-119.879,2012,5042846,
1456798544,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Santa Monica Mountains,California,1,34.0312,-118.8105,2012,1341976,1341976
1456798680,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798665,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hammondi,SPECIES,"Lasioglossum hammondi (Cockerell, 1938)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1353942,1353942
1456799031,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799298,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus tripartitus,SPECIES,"Halictus tripartitus Cockerell, 1895",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1353319,1353319
5070328601,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
5070328602,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798547,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Monica Mountains,California,1,34.0312,-118.8105,2012,5042846,
5070328605,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
4023733667,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Santa Cruz Island,California,1,34.0231,-119.8772,2012,216,
1456799015,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
5070328606,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799345,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456800878,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum titusi,SPECIES,"Lasioglossum titusi (Crawford, 1902)",Santa Cruz Island,California,1,34.0218,-119.8711,2012,1354871,1354871
1456801239,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum avalonense,SPECIES,"Lasioglossum avalonense (Cockerell, 1938)",Santa Cruz Island,California,1,34.0218,-119.8711,2012,1353613,1353613
1456798466,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Rosa Island,California,1,34.0352,-119.879,2012,5042846,
1456798537,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Santa Monica Mountains,California,1,34.0312,-118.8105,2012,1341976,1341976
1456798783,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hammondi,SPECIES,"Lasioglossum hammondi (Cockerell, 1938)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1353942,1353942
1456799100,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799151,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799287,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus tripartitus,SPECIES,"Halictus tripartitus Cockerell, 1895",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1353319,1353319
1456800953,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum channelense,SPECIES,"Lasioglossum channelense McGinley, 1986",Santa Cruz Island,California,1,33.9791,-120.0046,2012,1353930,1353930
1456800963,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,33.9791,-120.0046,2012,5042846,
1456801227,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0218,-119.8711,2012,5042846,
1456801310,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hammondi,SPECIES,"Lasioglossum hammondi (Cockerell, 1938)",Santa Cruz Island,California,1,34.0227,-119.8765,2012,1353942,1353942
1456801384,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0227,-119.8765,2012,5042846,
1456798274,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798676,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Monica Mountains,California,1,34.0312,-118.8105,2012,5042846,
1456798729,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798810,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
4023735599,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Santa Cruz Island,California,1,34.0231,-119.8772,2012,216,
1456799001,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799358,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1355006,1355006
1456800973,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum channelense,SPECIES,"Lasioglossum channelense McGinley, 1986",Santa Cruz Island,California,1,34.0218,-119.8711,2012,1353930,1353930
1456801167,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina acantha,SPECIES,"Ceratina acantha Provancher, 1895",Santa Cruz Island,California,1,34.0218,-119.8711,2012,5039859,5039859
4023723960,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Mojave National Preserve,California,1,34.8681,-115.7731,2012,216,
1456741536,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Perdita,,GENUS,"Perdita Smith, 1853",Samo,California,1,34.0773,-119.024,2012,1356038,
1456741645,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Samo,California,1,34.0312,-118.8105,2012,1341976,1341976
4023723978,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachysphex,Tachysphex texanus,SPECIES,"Tachysphex texanus (Cresson, 1873)",Samo,California,1,34.1495,-118.9604,2012,7450571,7450571
4023762855,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,San Joaquin Experimental Forest,California,1,37.0905,-119.7221,2015,216,
5067184106,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,San Joaquin Experimental Forest,California,1,37.0905,-119.7221,2015,216,
1456687992,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Mojave National Preserve,California,1,34.8681,-115.7731,2011,1341976,1341976
1456688204,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Mojave National Preserve,California,1,34.8681,-115.7731,2011,1341976,1341976
1456702391,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum zonulum,SPECIES,"Lasioglossum zonulum (Smith, 1848)",Redwood National Park,California,1,41.729,-124.146,2011,1355337,1355337
2459012783,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",San Dimas Experimental Forest,California,1,34.2025,-116.2607,2010,1341976,1341976
1456741679,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes lupinus,SPECIES,"Melissodes lupinus Cresson, 1879",Samo,California,1,34.0312,-118.8105,2012,5040644,5040644
1456741973,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Samo,California,1,34.1495,-118.9604,2012,1355006,1355006
1456742212,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Samo,California,1,34.0312,-118.8105,2012,1355006,1355006
4023723014,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Aporinellus,Aporinellus completus,SPECIES,"Aporinellus completus Banks, 1917",Chis,California,1,34.0594,-119.9198,2012,7474472,7474472
1456759877,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,GENUS,"Lasioglossum Curtis, 1833",Samo,California,1,34.0773,-119.024,2012,1353501,
1456760371,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0594,-119.9198,2012,1355006,1355006
4023723033,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Chis,California,1,34.0225,-119.8728,2012,216,
4023723035,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Aporinellus,,GENUS,"Aporinellus Banks, 1911",Chis,California,1,34.06,-119.9558,2012,4406469,
1456760779,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0594,-119.9198,2012,5042846,
1456761044,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0594,-119.9198,2012,1355006,1355006
1456761119,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hammondi,SPECIES,"Lasioglossum hammondi (Cockerell, 1938)",Chis,California,1,34.0594,-119.9198,2012,1353942,1353942
1456560901,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,GENUS,"Lasioglossum Curtis, 1833",Santa Monica Mountains,California,1,34.1116,-118.7773,2008,1353501,
1456561183,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,GENUS,"Bombus Latreille, 1802",Santa Monica Mountains,California,1,34.1147,-118.757,2008,1340278,
1456762465,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0225,-119.8728,2012,1355006,1355006
1456762408,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum diversopunctatum,SPECIES,"Lasioglossum diversopunctatum (Ellis, 1914)",Chis,California,1,34.0225,-119.8728,2012,1354185,1354185
1456762553,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,33.9791,-120.0046,2012,5042846,
1456765014,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0185,-119.6839,2012,5042846,
1456765235,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Samo,California,1,34.0773,-119.024,2012,5042846,
1456765275,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum diversopunctatum,SPECIES,"Lasioglossum diversopunctatum (Ellis, 1914)",Chis,California,1,34.0225,-119.8728,2012,1354185,1354185
1456765445,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum channelense,SPECIES,"Lasioglossum channelense McGinley, 1986",Chis,California,1,34.0185,-119.6839,2012,1353930,1353930
1456765803,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eucera,Eucera actuosa,SPECIES,"Eucera actuosa (Cresson, 1879)",Chis,California,1,33.9894,-119.677,2012,1341126,1341126
1456759082,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0594,-119.9198,2012,1355006,1355006
1456759155,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum diversopunctatum,SPECIES,"Lasioglossum diversopunctatum (Ellis, 1914)",Chis,California,1,34.0594,-119.9198,2012,1354185,1354185
1456759882,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,GENUS,"Lasioglossum Curtis, 1833",Samo,California,1,34.0773,-119.024,2012,1353501,
1456765875,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,33.9894,-119.677,2012,1355006,1355006
1456767376,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0185,-119.6839,2012,5042846,
1456767660,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0185,-119.6839,2012,1355006,1355006
4023723127,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Chis,California,1,34.06,-119.9558,2012,216,
1456760383,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0594,-119.9198,2012,1355006,1355006
4023727065,Animalia,Arthropoda,Insecta,,,,,CLASS,Insecta,Chis,California,1,34.06,-119.9558,2012,216,
1456760888,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0594,-119.9198,2012,5042846,
1456760931,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0594,-119.9198,2012,1355006,1355006
1456761122,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum hammondi,SPECIES,"Lasioglossum hammondi (Cockerell, 1938)",Chis,California,1,34.0594,-119.9198,2012,1353942,1353942
1456762281,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0225,-119.8728,2012,1355006,1355006
1456762404,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum nevadense,SPECIES,"Lasioglossum nevadense (Crawford, 1907)",Chis,California,1,34.0225,-119.8728,2012,1353867,1353867
1456762403,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,33.9791,-120.0046,2012,5042846,
4023727112,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,Philanthus multimaculatus,SPECIES,"Philanthus multimaculatus Cameron, 1891",Chis,California,1,34.06,-119.9558,2012,7852851,7852851
1456765010,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0185,-119.6839,2012,5042846,
4023727120,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Anoplius,Anoplius toluca,SPECIES,"Anoplius toluca (Cameron, 1893)",Chis,California,1,34.0225,-119.8728,2012,7592686,7592686
1456765420,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum kincaidii,SPECIES,"Lasioglossum kincaidii (Cockerell, 1898)",Chis,California,1,34.0185,-119.6839,2012,1354558,1354558
1456765764,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus tripartitus,SPECIES,"Halictus tripartitus Cockerell, 1895",Chis,California,1,33.9894,-119.677,2012,1353319,1353319
1456765880,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus tripartitus,SPECIES,"Halictus tripartitus Cockerell, 1895",Chis,California,1,33.9894,-119.677,2012,1353319,1353319
1456767330,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Chis,California,1,34.0185,-119.6839,2012,5042846,
1456767741,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.0185,-119.6839,2012,1355006,1355006
1456767708,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Chis,California,1,34.06,-119.9558,2012,1355006,1355006
1456740042,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella pomoniella,SPECIES,"Augochlorella pomoniella (Cockerell, 1915)",Mojave National Preserve,California,1,34.8681,-115.7731,2012,1352577,1352577
1456702478,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum pavonotum,SPECIES,"Lasioglossum pavonotum (Cockerell, 1925)",Redwood National Park,California,1,41.2879,-124.0917,2011,1354236,1354236
1456702859,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena cuneilabris,SPECIES,"Andrena cuneilabris Viereck, 1926",Redwood National Park,California,1,41.2287,-123.9757,2011,1356932,1356932
1456706996,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Samo,California,1,34.0312,-118.8105,2011,5042846,
1456707112,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Samo,California,1,34.1495,-118.9604,2011,1355006,1355006
1456708052,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum nevadense,SPECIES,"Lasioglossum nevadense (Crawford, 1907)",Samo,California,1,34.1495,-118.9604,2011,1353867,1353867
1456708237,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Samo,California,1,34.0773,-119.024,2011,5042846,
1456708341,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,SPECIES,"Apis mellifera Linnaeus, 1758",Samo,California,1,34.0141,-118.8202,2011,1341976,1341976
1456708489,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum diversopunctatum,SPECIES,"Lasioglossum diversopunctatum (Ellis, 1914)",Mojave National Preserve,California,1,34.8794,-115.7808,2011,1354185,1354185
1456709205,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Megandrena,Megandrena enceliae,SPECIES,"Megandrena enceliae (Cockerell, 1927)",Mojave National Preserve,California,1,34.8681,-115.7731,2011,1356739,1356739
5070329761,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Ashmeadiella,Ashmeadiella xenomastax,SPECIES,"Ashmeadiella xenomastax Michener, 1939",Mojave National Preserve,California,1,34.8794,-115.7808,2012,1337462,1337462
1456798352,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum titusi,SPECIES,"Lasioglossum titusi (Crawford, 1902)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1354871,1354871
1456798368,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Rosa Island,California,1,34.0352,-119.879,2012,5042846,
1456798731,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456798772,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799200,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum,SPECIES,"Lasioglossum incompletum (Crawford, 1907)",Santa Cruz Island,California,1,34.0231,-119.8772,2012,1355006,1355006
1456799138,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456799354,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,34.0231,-119.8772,2012,5042846,
1456801027,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,GENUS,"Agapostemon Guérin-Méneville, 1844",Santa Cruz Island,California,1,33.9791,-120.0046,2012,5042846,
