state,county_code,county_name,year,pcp_mean,tavg_mean,n_months
CA,107,Tulare County,2016,1.4375,57,4
CA,107,Tulare County,2017,1.17,56.425,4
CA,107,Tulare County,2018,2.3275,55.525,4
CA,107,Tulare County,2019,2.5925000000000002,54.375,4
CA,107,Tulare County,2020,2.105,55.025,4
CA,107,Tulare County,2021,0.545,57.275,4
CA,107,Tulare County,2022,0.6575,56.075,4
CA,107,Tulare County,2023,3.4025,52.625,4
CA,109,Tuolumne County,2013,1.4875,52.55,4
CA,109,Tuolumne County,2014,2.2,52.3,4
CA,109,Tuolumne County,2015,1.845,52.9,4
CA,109,Tuolumne County,2016,3.52,51.925,4
CA,109,Tuolumne County,2017,3.585,51.574999999999996,4
CA,109,Tuolumne County,2018,5.1375,50.325,4
CA,109,Tuolumne County,2019,3.945,49.4,4
CA,109,Tuolumne County,2020,3.1525,50.175,4
CA,109,Tuolumne County,2021,1.3175,52.3,4
CA,109,Tuolumne County,2022,1.4324999999999999,50.825,4
CA,109,Tuolumne County,2023,5.2825,47.2,4
CA,111,Ventura County,2013,0.41,60.050000000000004,4
CA,111,Ventura County,2014,0.7125,59.9,4
CA,111,Ventura County,2015,0.4525,59.425,4
CA,111,Ventura County,2016,0.9125,58.675000000000004,4
CA,111,Ventura County,2017,0.2775,59.575,4
CA,111,Ventura County,2018,1.65,56.8,4
CA,111,Ventura County,2019,1.5325,56.575,4
CA,111,Ventura County,2020,2.41,57.425,4
CA,111,Ventura County,2021,0.29500000000000004,57.8,4
CA,111,Ventura County,2022,0.565,58.925,4
CA,111,Ventura County,2023,2.6425,54.125,4
CA,113,Yolo County,2013,0.6775,65.9,4
CA,113,Yolo County,2014,0.98,66.3,4
CA,113,Yolo County,2015,0.405,66,4
CA,113,Yolo County,2016,2,65.725,4
CA,113,Yolo County,2017,1.515,64.875,4
CA,113,Yolo County,2018,1.7925,63.025000000000006,4
CA,113,Yolo County,2019,2.0975,63.925,4
CA,113,Yolo County,2020,0.6875,64.5,4
CA,113,Yolo County,2021,0.34,65.5,4
CA,113,Yolo County,2022,0.535,65,4
CA,113,Yolo County,2023,2.1925,60.975,4
CA,115,Yuba County,2013,1.4675,64.325,4
CA,115,Yuba County,2014,2.1175,64.525,4
CA,115,Yuba County,2015,0.8675,65.125,4
CA,115,Yuba County,2016,3.6725,63.849999999999994,4
CA,115,Yuba County,2017,2.925,63.325,4
CA,115,Yuba County,2018,3.8625,62.125,4
CA,115,Yuba County,2019,3.5125,62.15,4
CA,115,Yuba County,2020,2.2125,62.65,4
CA,115,Yuba County,2021,0.93,64.55,4
CA,115,Yuba County,2022,1.505,63.375,4
CA,115,Yuba County,2023,3.305,59.875,4
