state,county_code,county_name,state_county,date,value,year,month
CA,001,Alameda County,CA-001,201305,0.07,2013,5
CA,001,Alameda County,CA-001,201405,0.02,2014,5
CA,001,Alameda County,CA-001,201505,0.37,2015,5
CA,001,Alameda County,CA-001,201605,0.24,2016,5
CA,001,Alameda County,CA-001,201705,0.03,2017,5
CA,001,Alameda County,CA-001,201805,0.02,2018,5
CA,001,Alameda County,CA-001,201905,2.25,2019,5
CA,001,Alameda County,CA-001,202005,0.62,2020,5
CA,001,Alameda County,CA-001,202105,0.01,2021,5
CA,001,Alameda County,CA-001,202205,0.01,2022,5
CA,001,Alameda County,CA-001,202305,0.74,2023,5
CA,003,Alpine County,CA-003,201305,2.19,2013,5
CA,003,Alpine County,CA-003,201405,1.47,2014,5
CA,003,Alpine County,CA-003,201505,2.99,2015,5
CA,003,Alpine County,CA-003,201605,1.67,2016,5
CA,003,Alpine County,CA-003,201705,1.44,2017,5
CA,003,Alpine County,CA-003,201805,1.68,2018,5
CA,003,Alpine County,CA-003,201905,3.12,2019,5
CA,003,Alpine County,CA-003,202005,1.43,2020,5
CA,003,Alpine County,CA-003,202105,0.99,2021,5
CA,003,Alpine County,CA-003,202205,0.65,2022,5
CA,003,Alpine County,CA-003,202305,1.25,2023,5
CA,005,Amador County,CA-005,201305,1,2013,5
CA,005,Amador County,CA-005,201405,0.65,2014,5
CA,005,Amador County,CA-005,201505,1.39,2015,5
CA,005,Amador County,CA-005,201605,0.87,2016,5
CA,005,Amador County,CA-005,201705,0.74,2017,5
CA,005,Amador County,CA-005,201805,0.87,2018,5
CA,005,Amador County,CA-005,201905,5.69,2019,5
CA,005,Amador County,CA-005,202005,2.24,2020,5
CA,005,Amador County,CA-005,202105,0.23,2021,5
CA,005,Amador County,CA-005,202205,0.2,2022,5
CA,005,Amador County,CA-005,202305,1.22,2023,5
CA,007,Butte County,CA-007,201305,0.76,2013,5
CA,007,Butte County,CA-007,201405,0.51,2014,5
CA,007,Butte County,CA-007,201505,0.29,2015,5
CA,007,Butte County,CA-007,201605,0.99,2016,5
CA,007,Butte County,CA-007,201705,0.38,2017,5
CA,007,Butte County,CA-007,201805,0.52,2018,5
CA,007,Butte County,CA-007,201905,5.13,2019,5
CA,007,Butte County,CA-007,202005,3.64,2020,5
CA,007,Butte County,CA-007,202105,0.05,2021,5
CA,007,Butte County,CA-007,202205,0.53,2022,5
CA,007,Butte County,CA-007,202305,1.53,2023,5
CA,009,Calaveras County,CA-009,201305,0.6,2013,5
CA,009,Calaveras County,CA-009,201405,0.63,2014,5
CA,009,Calaveras County,CA-009,201505,1.18,2015,5
CA,009,Calaveras County,CA-009,201605,0.58,2016,5
CA,009,Calaveras County,CA-009,201705,0.54,2017,5
CA,009,Calaveras County,CA-009,201805,0.54,2018,5
CA,009,Calaveras County,CA-009,201905,5.4,2019,5
CA,009,Calaveras County,CA-009,202005,1.94,2020,5
CA,009,Calaveras County,CA-009,202105,0.16,2021,5
CA,009,Calaveras County,CA-009,202205,0.1,2022,5
CA,009,Calaveras County,CA-009,202305,1.02,2023,5
CA,011,Colusa County,CA-011,201305,0.52,2013,5
CA,011,Colusa County,CA-011,201405,0.15,2014,5
CA,011,Colusa County,CA-011,201505,0.08,2015,5
CA,011,Colusa County,CA-011,201605,0.8,2016,5
CA,011,Colusa County,CA-011,201705,0.07,2017,5
CA,011,Colusa County,CA-011,201805,0.16,2018,5
CA,011,Colusa County,CA-011,201905,2.57,2019,5
CA,011,Colusa County,CA-011,202005,1.16,2020,5
CA,011,Colusa County,CA-011,202105,0,2021,5
