#  San Luis Obispo County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,48.5
201402,53.2
201502,55.6
201602,55.3
201702,50.7
201802,50.3
201902,45.2
202002,52.3
202102,51
202202,50
202302,46.2
