#  Marin County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.9
201402,52.1
201502,56.5
201602,56.2
201702,51.1
201802,52.4
201902,46.5
202002,54.7
202102,52.1
202202,51.8
202302,47.9
