#  Amador County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,45.5
201402,48.6
201502,53.6
201602,52.8
201702,45.4
201802,46.5
201902,38.9
202002,50.7
202102,46.9
202202,47.6
202302,42.2
