#  Yuba County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,48.8
201402,51.2
201502,55.4
201602,54.3
201702,49.4
201802,49.6
201902,43.4
202002,53.2
202102,50.2
202202,51.8
202302,45.7
