#  San Francisco County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,50.5
201402,53
201502,58
201602,57.1
201702,53.1
201802,54.1
201902,48.6
202002,55.7
202102,53.1
202202,53.6
202302,48.9
