#  San Benito County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,47
201402,51.3
201502,54.4
201602,54.1
201702,48.8
201802,49.2
201902,42.8
202002,51.2
202102,49.5
202202,48.8
202302,44.1
