#  Siskiyou County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,36.8
201402,38.7
201502,43.1
201602,41.4
201702,36.5
201802,35.8
201902,30.1
202002,39.2
202102,35.9
202202,39.3
202302,34.2
