#  Inyo County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,45
201402,50.2
201502,53.6
201602,49.9
201702,46.8
201802,45.5
201902,39.6
202002,48.2
202102,47.4
202202,46.4
202302,41.6
