#  Butte County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,47.8
201402,49.9
201502,54.1
201602,53.1
201702,47.8
201802,48.4
201902,42.5
202002,52.1
202102,49.2
202202,50.7
202302,44.5
