#  Santa Cruz County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,48.7
201402,52.5
201502,56.3
201602,56.2
201702,51.7
201802,51.4
201902,47.2
202002,53
202102,51.4
202202,51.1
202302,47
