#  Tuolumne County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,37
201402,41.2
201502,46
201602,44.5
201702,37.8
201802,38.4
201902,30.8
202002,42.3
202102,38.8
202202,38.8
202302,34
