#  Sutter County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,50.8
201402,53.8
201502,56.7
201602,55.8
201702,52.8
201802,51.8
201902,47.5
202002,54.6
202102,52.8
202202,53.2
202302,48
