#  Plumas County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,34.6
201402,38.2
201502,41.9
201602,39.6
201702,34.8
201802,33.3
201902,28.4
202002,38
202102,34.7
202202,35.6
202302,30.4
