#  Imperial County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,57.7
201402,64.5
201502,66.7
201602,65.6
201702,62.4
201802,59.6
201902,53.8
202002,60.4
202102,61.2
202202,59.9
202302,55.7
