#  Madera County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,42.6
201402,47.3
201502,50.6
201602,48.9
201702,45.3
201802,44.3
201902,38.8
202002,47
202102,44.9
202202,44.8
202302,40.3
