#  Napa County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.3
201402,51.4
201502,55.2
201602,54.6
201702,49.9
201802,51.2
201902,44.8
202002,53.9
202102,51.7
202202,51.3
202302,46.2
