#  Trinity County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,40.8
201402,42.5
201502,47
201602,45.2
201702,40.7
201802,40.3
201902,34.7
202002,44
202102,40.6
202202,42.4
202302,37.6
