#  San Mateo County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.2
201402,52.6
201502,56.5
201602,55.9
201702,52.2
201802,51.8
201902,47.6
202002,53.6
202102,51.5
202202,51.3
202302,47.3
