#  Calaveras County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,45.4
201402,49
201502,54
201602,52.6
201702,46.3
201802,47
201902,40.2
202002,51.2
202102,47.5
202202,47.8
202302,42.5
