#  Mendocino County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,45.2
201402,47.7
201502,52.4
201602,51.2
201702,46.4
201802,46
201902,41.1
202002,49.6
202102,46.6
202202,47.5
202302,42.6
