#  Monterey County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,47.9
201402,52.3
201502,55.5
201602,55.4
201702,51.1
201802,50.7
201902,45.5
202002,52.3
202102,50.7
202202,50.3
202302,45.9
