#  Merced County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.3
201402,53.6
201502,55.7
201602,55.1
201702,52.4
201802,51.4
201902,48
202002,52.9
202102,51.9
202202,50.7
202302,47.2
