#  San Joaquin County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.7
201402,53.7
201502,56.1
201602,55.6
201702,53
201802,52.9
201902,48.4
202002,54.8
202102,53.5
202202,52
202302,48.3
