#  Kings County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,49.4
201402,55
201502,56.7
201602,55.3
201702,52.8
201802,51.7
201902,48.6
202002,54.1
202102,52.8
202202,51.6
202302,48.2
