#  Sacramento County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,50.1
201402,53.9
201502,56.3
201602,55.6
201702,52.7
201802,51.2
201902,47.6
202002,54.6
202102,52.6
202202,52.5
202302,47.8
