#  Shasta County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,43
201402,44.1
201502,49.6
201602,47.4
201702,42.4
201802,42.9
201902,36
202002,46.3
202102,42.9
202202,45.5
202302,39.9
