#  Kern County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,48
201402,53.1
201502,56
201602,53.5
201702,50.7
201802,49.4
201902,43.7
202002,52.1
202102,50.3
202202,48.8
202302,45.1
