#  Orange County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,54.9
201402,59.5
201502,63
201602,64.8
201702,56.8
201802,58.2
201902,51.3
202002,59
202102,58.1
202202,58.9
202302,53.7
