#  Glenn County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,48
201402,50.2
201502,54.5
201602,53.3
201702,48.1
201802,49.2
201902,42.8
202002,52.2
202102,49.6
202202,50.9
202302,45.6
