#  San Diego County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,50.7
201402,56.9
201502,59.4
201602,60
201702,54.2
201802,53.3
201902,47.6
202002,54.4
202102,54.2
202202,53.5
202302,48.5
