#  San Bernardino County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,50
201402,56.9
201502,59.3
201602,57.5
201702,54
201802,52.2
201902,45.3
202002,53.8
202102,53.1
202202,51.6
202302,47.6
