#  Lassen County, California February Average Temperature
# Units: Degrees Fahrenheit
Date,Value
201302,33
201402,37.3
201502,41.3
201602,38.8
201702,34.2
201802,31.5
201902,27.1
202002,36.2
202102,33.5
202202,34.7
202302,30.2
